,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Clusters,Total_Promos,Clusters_scal
202,0,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,418,44,1150,0,1,2,1,0,0,2
203,1,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,1029,45,1240,1,0,2,0,2,3,1
204,1,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,507,57,38,0,2,3,1,3,0,0
205,1,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,786,38,35,0,0,1,0,1,1,0
206,0,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,481,34,53,1,1,3,1,1,1,0
207,1,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,572,59,293,0,2,3,1,3,0,0
208,0,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,122,56,65,1,1,3,1,3,0,2
209,0,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,788,68,1804,0,1,2,1,0,1,2
210,0,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,615,66,241,1,1,3,1,0,0,2
211,0,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,263,68,1101,1,0,2,0,2,0,1
212,1,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,940,54,264,1,2,4,1,3,0,0
213,1,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,684,48,541,1,2,4,1,0,0,0
214,0,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,610,37,1198,1,0,2,0,2,0,1
215,0,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,336,45,482,1,1,3,1,0,0,0
216,2,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,1,44,17,0,3,4,1,3,0,0
217,1,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,386,74,1615,1,0,2,0,2,2,1
218,1,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,462,68,285,0,1,2,1,0,0,2
219,0,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,752,42,1135,1,1,3,1,0,0,0
220,2,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,32,34,114,1,1,3,1,1,0,0
221,0,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,387,53,1047,1,0,2,0,2,0,1
222,1,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,236,52,714,1,2,4,1,0,0,2
223,1,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,584,42,185,1,1,3,1,1,0,0
224,0,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,849,60,1245,0,1,2,1,0,0,2
225,0,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,620,44,189,1,1,3,1,1,0,0
226,0,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,772,46,576,1,1,3,1,0,0,2
227,0,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,815,70,1103,0,1,2,1,0,0,2
228,1,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,850,50,1753,1,0,2,0,2,0,1
229,1,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,293,36,17,1,1,3,1,1,0,0
230,0,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,626,56,433,0,2,3,1,3,0,0
231,2,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,584,60,1588,0,1,2,1,0,1,2
232,0,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,570,51,22,1,1,3,1,1,0,0
233,0,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,234,71,19,0,0,1,0,1,0,0
234,1,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,623,57,1117,1,1,3,1,0,0,2
235,2,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,450,47,69,1,1,3,1,1,0,0
236,1,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,603,40,23,1,1,3,1,1,0,0
237,1,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,605,64,605,0,1,2,1,0,0,2
238,0,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,345,49,57,0,1,2,1,1,0,0
240,0,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,404,54,2088,0,0,1,0,2,1,1
241,0,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,713,64,1009,1,1,3,1,0,0,2
242,0,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,493,51,26,0,1,2,1,1,0,0
243,0,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,373,32,1627,1,0,2,0,2,1,1
244,0,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,841,64,1102,1,1,3,1,0,0,2
245,1,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,214,58,17,1,2,4,1,3,0,0
246,0,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,565,50,1690,1,1,3,1,0,3,2
247,0,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,461,69,1390,1,1,3,1,0,0,2
248,1,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,827,34,2126,1,0,2,0,2,0,1
249,1,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,768,53,1531,1,1,3,1,0,0,2
250,1,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,446,47,64,0,1,2,1,1,0,0
251,0,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,405,37,26,0,1,2,1,1,0,0
252,0,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,581,48,1112,0,0,1,0,2,4,1
253,2,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,805,64,210,1,0,2,0,1,0,0
254,0,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,829,55,1148,1,2,4,1,0,0,0
255,1,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,784,48,33,0,1,2,1,1,0,0
256,1,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,781,61,1101,1,1,3,1,0,1,2
257,0,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,775,58,322,0,1,2,1,0,0,2
258,0,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,609,58,44,0,2,3,1,3,0,0
259,1,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,481,65,17,0,3,4,1,3,0,0
260,0,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,787,43,31,0,1,2,1,1,1,0
261,1,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,563,54,845,0,2,3,1,0,0,2
262,1,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,172,52,275,1,1,3,1,3,0,0
263,1,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,743,44,25,1,1,3,1,1,0,0
264,1,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,644,70,275,1,2,4,1,3,0,0
265,1,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,632,56,90,1,2,4,1,3,0,0
266,0,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,163,59,1495,1,0,2,0,2,1,1
267,1,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,782,52,184,1,2,4,1,3,1,0
268,0,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,535,52,981,1,0,2,0,2,0,1
269,0,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,605,52,67,1,1,3,1,1,0,0
270,0,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,805,69,1635,0,0,1,0,2,0,1
271,1,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,261,39,60,0,1,2,1,1,0,0
272,1,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,248,47,231,1,1,3,1,3,0,2
273,0,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,185,62,48,1,2,4,1,3,0,0
274,0,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,552,59,99,0,2,3,1,3,0,0
275,1,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,446,59,770,1,1,3,1,0,0,2
276,0,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,688,66,957,0,0,1,0,2,0,1
277,1,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,220,41,818,1,0,2,0,2,0,1
278,1,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,670,36,925,0,0,1,0,2,1,1
279,1,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,594,54,908,0,1,2,1,0,0,2
280,2,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,399,41,102,1,1,3,1,1,0,0
281,0,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,772,46,576,1,1,3,1,0,0,2
282,0,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,827,76,317,1,0,2,0,1,0,0
283,1,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,337,48,461,1,1,3,1,0,0,2
284,1,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,233,47,37,1,2,4,1,3,0,0
285,0,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,364,48,70,1,1,3,1,1,0,0
286,0,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,676,70,930,1,0,2,0,2,0,1
287,1,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,492,66,859,1,2,4,1,0,0,0
288,0,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,1,56,1478,0,0,1,0,2,0,1
289,1,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,541,73,390,0,0,1,0,1,0,0
290,2,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,608,38,52,1,0,2,0,1,1,0
291,0,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,344,53,137,1,1,3,1,3,0,0
292,0,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,766,42,1919,1,0,2,0,2,1,1
293,0,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,325,51,68,1,2,4,1,3,0,0
294,0,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,368,57,25,1,2,4,1,3,0,0
295,1,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,835,70,1374,1,1,3,1,0,2,2
296,2,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,521,34,32,0,1,2,1,1,0,0
297,1,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,692,36,100,1,1,3,1,1,0,0
298,0,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,370,40,825,0,0,1,0,2,0,1
299,1,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,264,57,916,0,1,2,1,0,1,2
300,0,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,234,64,62,0,2,3,1,3,0,0
301,2,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,361,66,728,1,1,3,1,0,0,2
302,1,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,337,44,90,1,1,3,1,1,0,0
303,0,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,237,34,273,0,1,2,1,1,0,0
304,0,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,344,38,66,1,1,3,1,1,0,0
305,1,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,618,61,1213,1,0,2,0,2,1,1
306,0,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,809,56,107,0,0,1,0,1,0,0
307,0,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,217,75,1157,0,0,1,0,2,1,1
308,1,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,423,58,546,1,1,3,1,0,1,2
309,1,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,588,30,241,1,0,2,0,1,0,0
310,0,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,322,46,53,0,1,2,1,1,0,0
311,0,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,404,55,37,1,3,5,1,3,0,0
313,1,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,552,46,1508,0,0,1,0,2,0,1
314,0,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,354,56,235,1,2,4,1,3,0,0
315,1,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,33,66,32,1,2,4,1,3,0,0
316,0,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,495,50,102,1,2,4,1,3,0,0
317,0,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,844,37,401,0,1,2,1,1,0,2
318,0,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,508,71,28,1,2,4,1,3,0,0
320,0,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,688,51,680,1,1,3,1,0,0,2
321,0,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,698,48,30,1,1,3,1,1,0,0
322,1,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,95,57,20,0,2,3,1,3,0,0
323,1,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,522,61,1307,0,1,2,1,0,0,2
324,0,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,400,69,630,0,1,2,1,0,0,2
325,0,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,578,65,1283,1,0,2,0,2,0,1
326,1,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,667,46,65,0,1,2,1,1,0,0
327,0,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,513,38,37,1,1,3,1,1,0,0
328,1,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,457,72,38,1,3,5,1,3,0,0
329,1,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,661,36,160,0,1,2,1,1,0,0
330,0,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,599,39,23,0,1,2,1,1,0,0
331,1,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,392,33,71,0,0,1,0,1,0,0
332,1,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,642,66,1161,1,1,3,1,0,0,2
333,1,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,431,51,59,1,1,3,1,1,1,0
334,0,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,524,39,33,1,1,3,1,1,0,0
335,0,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,727,62,946,0,2,3,1,0,0,2
336,0,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,907,54,1442,0,0,1,0,2,3,1
337,0,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,725,50,62,1,1,3,1,1,0,0
338,0,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,643,57,1674,1,0,2,0,2,1,1
340,0,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,789,34,1538,0,0,1,0,2,0,1
341,0,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,512,36,139,0,0,1,0,1,0,0
342,1,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,743,53,1182,1,1,3,1,0,2,2
343,1,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,541,72,507,1,1,3,1,0,0,2
344,2,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,478,49,18,1,1,3,1,1,1,0
345,0,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,421,70,940,0,0,1,0,2,0,1
346,0,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,531,57,42,1,2,4,1,3,0,0
347,0,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,173,52,1190,0,0,1,0,2,0,1
348,0,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,711,51,44,0,2,3,1,3,0,0
349,1,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,280,46,16,1,1,3,1,1,1,0
350,0,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,354,65,835,1,1,3,1,0,0,2
351,0,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,431,36,1443,1,1,3,1,0,2,2
352,1,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,404,56,1029,0,0,1,0,2,0,1
353,0,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,770,48,1188,1,0,2,0,2,0,1
354,1,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,714,46,1277,0,1,2,1,0,0,2
355,0,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,372,44,49,0,2,3,1,3,0,0
356,0,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,396,67,99,1,1,3,1,3,1,2
357,1,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,724,53,1670,1,0,2,0,2,0,1
358,1,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,473,79,900,1,0,2,0,2,0,1
359,1,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,483,74,425,1,2,4,1,0,0,2
360,0,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,799,65,2153,1,0,2,0,2,1,1
361,1,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,259,53,636,0,1,2,1,0,0,2
362,0,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,285,44,57,1,2,4,1,3,0,0
363,1,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,743,44,25,1,1,3,1,1,0,0
364,0,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,708,55,494,1,2,4,1,0,0,0
365,0,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,837,53,693,0,1,2,1,0,0,2
366,0,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,568,62,1348,1,0,2,0,2,0,1
367,0,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,630,46,51,0,1,2,1,1,0,0
368,0,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,749,60,1932,1,0,2,0,2,0,1
369,1,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,1059,47,990,0,1,2,1,0,0,2
370,2,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,228,38,30,1,1,3,1,1,0,0
371,0,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,769,47,254,1,2,4,1,3,0,0
372,1,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,464,52,29,0,1,2,1,1,1,0
373,0,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,755,56,1371,0,1,2,1,0,1,2
374,1,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,532,50,73,0,2,3,1,3,0,0
375,1,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,840,47,120,0,2,3,1,3,0,0
376,0,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,628,52,81,0,0,1,0,1,1,0
377,0,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,706,33,37,0,1,2,1,1,0,0
378,1,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,664,61,1377,1,1,3,1,0,0,2
379,0,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,540,53,51,0,1,2,1,1,0,0
380,1,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,492,53,17,1,2,4,1,3,0,0
381,0,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,387,37,22,1,1,3,1,1,0,0
382,0,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,724,68,324,0,0,1,0,1,0,0
383,2,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,836,49,211,1,3,5,1,3,0,0
384,1,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,251,41,19,0,1,2,1,1,0,0
385,0,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,570,51,41,0,1,2,1,1,0,0
386,1,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,416,54,492,1,1,3,1,0,1,2
387,0,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,940,62,1005,1,1,3,1,0,0,2
388,0,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,828,73,114,1,1,3,1,3,0,2
389,1,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,488,54,1173,0,2,3,1,0,0,2
390,0,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,280,43,1738,1,0,2,0,2,1,1
391,1,62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,450,43,222,1,1,3,1,3,0,0
392,0,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,245,29,1127,0,0,1,0,2,0,1
393,1,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,597,76,209,1,0,2,0,1,0,0
394,1,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,284,54,787,1,1,3,1,0,0,2
395,1,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,544,31,1598,1,0,2,0,2,0,1
396,0,43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,812,51,186,1,2,4,1,3,0,0
397,0,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,827,38,47,1,1,3,1,1,0,0
398,0,23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,712,35,27,0,1,2,1,1,0,0
